label,text,retweet_count
1,trump says covid-19 is just like the flu. flu mortality is about per cases. covid-19 mortality is currently per cases. they are not the same and trump cannot be trusted to protect us. right! last year k people died of flu. if it had been covid19 that number would have been over a million. i was saying that frequently to liberals about a week ago because it was a popular anti-anti-vaxer taking point. i really dislike hyper partisan people.,76
0,we are urging canadians to continue to donate blood.. this is the time we need it most coronavirus covid19 why? people arent donating blood because theyre scared about going out i guess but why do we need it now most? probably getting prepared for the worst,1
0,"what are the symptoms of covid-19? i am in fear i still have to work so i interact with people and ive been feeling fatigue, my head is killing me, i am extremely drowsy when i had so much sleep, i dont have an appetite much anymore i feel sick after i try to eat.. i worry for my family because i have to work still and right now i came to bed because i feel so drowsy i cant even keep my eyes open. i have a little phlegm and congestion but it isnt bad yet but thank goodness i have no cough but i am staying away from family. thanks for letting me know ive been looking for symptoms and it seems like its different for most people so it confuses me there is so many symptoms well recently at work this guy came in and his wife has it! shes been at the hospital for a month and he had no business out in public so we sanitized everything and it sucks i have to work still bc my job is essential i feel like i havw the virus since ive been having a hard time breathing for a month and my feeling of sore throat hasnt really left but who knows. you can have it but it feels like it doesnt affect you. stay safe thats what scares me is that you wont know if you have it because symptoms come and go and hope you feel better that sounds very much like it to me",0
0,"hey siri, what is a 'coronavirus party'? it is a sign that you live in a country that is doomed. ugh!",0
0,"oklahoma beheading suspect alton nolen ordered held without bond that's a good indicator this is an open and shut case. i hope they execute him!!!!! he has to go away, not drawn out"": oklahoma beheading suspect alton nolen ordered held without bond "" keep him off the streets let me guess what all the responses are... kill kill kill , more death then some killing when does it stop? duh! you think they might want to let him out on his promise of good behavior. get real people. terrorism has come to america! hey, i haven't seen minister sayed since last time i binged watched the wire. well he should be held with out bon. he could behead someone eals: oklahoma beheading suspect alton nolen ordered held without bond this craziness needs to be stopped. it's becoming a dictator religion with this join or else attitude. the people of ok will probably be better at serving him justice than the feds anyway. it was obvious from the get-go, there's overwhelming evidence and media scrutiny, no judge would let him off no surprise there. how long would his trial take under muslim law? what would be his punishment? i heard they are calling this work place violence like fort hood. call him by his real name. he's a psycho. not a terrorist. how many morons do we have ""working for us"" deem this monster's atrocity work-place violence! protect the criminal/blame victims! keep this case at the state level where he will be executed...why let the feds interfere. surprise, surprise! no shit why the hell would you let this jackass out. i hope he burn in hell. hmmm sounds ominous. how about held without protection from gators, mosquitos, and snakes while held to a cyprus stump. justice i hope so, as he is very evil and will murder again. not very peaceful from his actions, deeds and words. offwithhishead: oklahoma beheading suspect alton nolen ordered held without bond behead him! chird! happy belated th brother. hope you had a great day. need another way to contact you buddy besides twitter.",89
0,"myth-07: how effective are thermal scanners in detecting people infected with the new coronavirus? thermal scanners are effective in detecting people who have developed a fever (i.e. have a higher than normal body temperature) because of infection with the new coronavirus. /nmyth-08: can spraying alcohol or chlorine all over your body kill the new coronavirus? no. spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body. spraying such substances can be harmful to clothes or mucous membranes. /nmyth-09: do vaccines against pneumonia protect you against the new coronavirus? no. vaccines against pneumonia, such as pneumococcal vaccine and haemophilus influenza type b (hib) vaccine, do not provide protection against the new coronavirus. /nmyth-10: can regularly rinsing your nose with saline help prevent infection with the new coronavirus? no. there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus. /nmyth-12: does the new coronavirus affect older people, or are younger people also susceptible? people of all ages can be infected by the new coronavirus (2019-ncov). /nmyth-13: are antibiotics effective in preventing and treating the new coronavirus? no, antibiotics do not work against viruses, only bacteria. the new coronavirus (2019-ncov) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment. /nmyth-14: are there any specific medicines to prevent or treat the new coronavirus? to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov). source: /n",0
0,"the who had to put this up on its myth-busters webpage: ""spraying and introducing bleach or another disinfectant into your body will not protect you against covid-19 and can be dangerous"" they went downhill after they lost keith moon....",1
0,"a random guy on grindr has been sending me those weird stickers for about hours, saying what does this one mean? why do we need it? and that is how my love life is going right now.reader: in no way is this me to look at the positives, as we must right now, this means that you look like the kind of guy who has the answers",0
0,"care for a quick summary of oregonprimary results all in one place? has that for you, right heeeere: when can we expect the next round of results? mult co used to tell us when! am i missing it? less staff+extra security=much slower. looks like there are k more ballots counted in this second round with ~40k to go. so ... a while. thank you. don't forget to sleep.",3
0,update: total of people have been able to get out of sydney cafe during hostage situation: of people have been able to get out of cafe during hostage situation: no es en argentina. fijate t que en los pases del primer mundo pasan cosas peligrosas! tomaderehenes is he sleeping...?,181
1,"first black female gop returning donations from alleged white supremacist i'm not american so forgive me. how come a white supremacist was give money to a black woman's campaign claytonbigsby is up to it again because her vote holds more value than her color, which speaks volumes about our political system whatever because american have the dumbest racist people. black on the outside white on the inside? don't bash her or anyone else for not returning $$ sooner. no box marked ""racist"" on contribution forms! smart idea now tell your party president cand's tedcruz &amp; mikehuckabee to be smart about the confederateflag ..their plans wasn't going to work out..i'm still not voting for her too little too late! i'm racist so i'd like the us gov to return all my money back that i've ""donated"" over the years. she knew what this guy was about before accepting his money. her gesture to return it means nothing. what a hypocrite. she's returning the money now as it came to light. wasn't someone checking donars? unacceptable. guess if charlestonshooting hadn't happened the supremacist's dollars would have been kept already corruptalleged? what's wrong with ? how is she even in the republican party? and why? nope makes them feel like they can still purchase negros so scary but true! because her conservative views are probably some what like his kinda. as crazy as it sounds. this makes no sense. she was surprised? great that she is but would she and other have if the terrible event in sc had not took place they donated because she saying everything that they are thinking so keep the money you fake wait. you had this evil person's money, and you gave it back to him? it's useful to have black ppl on their side to confirm racist views &amp; bash other black ppl she pushes the agenda and that's all they care about i'm not understanding how you don't know where donations come from anyway. a black, female republican.., no such thing! imagine that... they should take that money and donate it to the black churches of charleston it's too late. well my mom was right. if you lay down with dogs, you get up with fleas.. shameful. xbz clearly they felt her ideals represented their interests... which should serve as wake-up call do you know who's giving you $$'s i think it is a diversion tactic, meant to muddle up the waters. i am not fooled. the presidential donations were reported by the guardian on sunday. holt gave $1,750 to paul and $8,500 to cruz's oh no why did she do that it's her buddy is she leaving the gop oi foi saber what a shameful empty shell of a human. taking $ from ppl who revel in oppression/marginalization of your own race. take the money and run!! their skin color doesn't matter...gop leaders are blood suckers charlestonstrong takedowntheflag excellent nice looking nicely mega top model ideal women christians aren't big on remembering their own history. or trying to learn it.",360
0,"smh...someone has me watching this teen tv show right now. what is covid-19 life anyway??? lol ummmmm ive been telling you to watch this! i just finished season last night. its aight i guess. wait are you watching tvd? i've been teamdamon since the books came out yes, yes i am. like i said i must not have gotten to the part where damon comes off well.",0
0,"paul walker's friends and castmates poured out their hearts overnight rippaulwalker haven needed an angel to watch over us ,rip paul walker you were a great human soul that is so sad damn speed has taken to many friends.. that's awful. omg rt byebye! he didn't die from drugs. he didn't die from drinking. he died on his way to a charity event. he died as hero. paulwalker . r.i.p. i still can't believe it's true. god bless him: paul walker's friends and castmates poured out their hearts overnight rippaulwalker fakta menarik tentang sampah luar angkasa - my sweet angel, paul... rippaulwalker god take his soul to heaven, this is so heart broken. pray his family and friends such sad news! gr8 guy &amp; actor! prayers goin up to family &amp; friends! gooddieyoung rippaulwalker i love you paulrest in peace eterno so sorrowful day.i'm praying for your soul paul walker ! : paul walker's friends and castmates poured out their hearts overnight rippaulwalker",591
0,. cold weather and snow cannot kill the new coronavirus. . taking a hot bath does not prevent the new coronavirus disease. . the new coronavirus cannot be transmitted through mosquito bites. . are hand dryers effective in killing the new coronavirus? . can ultraviolet disinfection lamp kill the new coronavirus? . how effective are thermal scanners in detecting people infected with the new coronavirus? . can spraying alcohol or chlorine all over your body kill the new coronavirus?,0
0,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider nah man yall better gtf with that that can't be real about time we leave earth my nigga! frfr. i can't fuck with little spider ouch........... lol lol lol lol lol fuck youthis is why i don't want to go to the amazon mt: : scientist discovers puppy-sized spider : scientist discover a puppy-sized spider in the rainforest hahahahhaha when tf did this shit come about nigga we outta there: he'll nah fuck nooooo i know i can't deal with no puppy sized spider nope: scientist discover a puppy-sized spider in the rainforest instead of a dog, could we have one of these? holy mackerel!: scientist discover a puppy-sized spider in rainforest heeeelll naw fam hey even the indigenous tribes of the amazon need u-verse fiber optic service cmon need our stock numbers upgoatntmngnt we're fuckeddd hellll noooo omfg not today fuck that: scientist discover a puppy-sized spider, better known as the 'nope' spider hell nope: scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider "" fuck... no. ...as in 'lord of the rings' sized spider?... this is horrifying it scares me i don't know you but i love you now im tight you rt'd this shit bruh awh hellllllll nawwhhhhh wow no! ohhh hellnaaaaahhhh: scientist discover a puppy-sized spider uhhh fuck no he'll fucking nooo whyy did you quote this im crying that shit is not real lol omg smd:a puppy-sized spider in the rainforest, better known as the 'nope' spider hell no! mt : scientist discover a puppy-sized spider, known as the 'nope' spider hell nahh i'm going to mars scientist discover a puppysized spider n the rainforest, better known as the nope spider well let's hope no one brings one back here! nope y'all got me fucked up what a beauty xxx almost had a heart attack! super scary you are the spawn of satan. you wrong for that wow akdjdnrfj kill dat shit: scientist discover a puppy-sized spider in the rainforest fuck no : scientist discover a puppy-sized spider, better known as the 'nope' spider nope nope indeed. hell nawwww!!! extinct them hoes! we dont need that in this world oh hell naw! that's real!? i couldn't even open the full picture!!! i clicked away as quickly as possible! im gonna have a panic attack thats some crap: scientist find large spider in rainforest - i know ppl confined to wheelchairs who'd get up if they saw this oh wtf: scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider hell no nope: scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider ..: scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider oh hell naw the world is ending: scientist discover a puppy-sized spider sweet dreams nope wtf!!! : scientist discover a puppy-sized spider in the rainforest, known as the 'nope' spider oh my fuck: puppy-sized spider in the rainforest, better known as the 'nope' spider hands bruh.... lmao it's called ""nope""... got me messed up noap! oh hell nahh: scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider oh hell nah: scientia puppy-sized spider in the rainforest, better known as the 'nope' spider nope chill oh hell nah keep dat sht ova there! : scientist discover a puppy-sized ... nope rt scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider : discover a puppysized spider, better knwn as the 'nope' spider newpet ahhh helll nawwww have a good day. ^^ looks like boys is move'n to mars found your puppy you've been wanting: found your puppy you've been wanting fuck you. look like some shit straight from jumanji fam"": scientist discover a puppy-sized spider in the rainforest, "" burn that whole country down perfect name for that bullshit you got me fuccckked upp lol oh hell naaaaawwwwhoaaaahaagod forbid rt : scientist discover a puppy-sized spider in the rainforest more like hell no: scientist discover a puppy-sized spider in the rainforest oh hell naww .... fuuuuuuck nooooo bitch will you please unfollow they ass tyler told me to tell you that you suck for that, and thanks for the panic attack.. damn right ""nope"" : scientist discover a puppy-sized spider ,known as the 'nope' spider no : scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider",1311
0,"i do not understand, massive protests and riots in nyc starting in late may, now weeks later and no increase in covid cases or deaths so much we dont know about transmission nyc ""likely has close to herd immunity now?"" what is your basis for saying this? other than because of its lockdown it reduced r0 to less than ?",110
1,"the manager at a chick-fil-a made a list of words his employees are no longer allowed to say. eh, chik-fil-a food is absolute garbage anyway. promote. this. man(ager). if you have to tell your employees to stop accusing other of having ebola, you have lost the battle, my friend. this made my monday!: the manager at a chick-fil-a made a list of words his employees aren't allowed to say. , hey...sing words ""my pleasure!"" lol chick-fil-a manager made list of words his employees can't say",120
0,"i find it interesting, and telling, that dr. dean wont even engage in discussion here. smarty pants... explain to us why this would be true. we will wait while you hone your juvenile insults. sorry if u felt attacked, i meant the comment of mark above me who seems to think a person tweeting about her scientific work has to discuss it in the twitter feed. im sure shes discussing a lot with her colleagues. + she even entered some discussions in the comments. back to the assumption in her post. what is the reason to assume uniform distribution of herd immunity when we don't see this with the current sars virus, nor do we see it with others? she implies the lack of this uniformity explains lockdown success. false dichotomy. i cant answer for her but ask urself is twitter the right place for a discussion like that? there are science forums where al day long people discuss about the newest research. discussing work is part of science but not ob twitter agreed kevin, i dont understand this either. if she doesnt want it to be discussed, then why the hell doesnt she solely use the science forums. its called social media for a reason. give me a break. we dont see these effect in measured cases. see iceland which went out of their way to test all age groups and a very light lockdown. primary schools were still open and kids still less likely to get it which implies deans hypothesis is wrong.",0
1,"but democrats say that syrian refugees are year-old orphans. so why are they worried about them buying guns? where is the declaration of war by france? force nato to meet their treaty obligations. not in ct!the law abiding citizens of ct cannot buy an ar-15 or ar-10! malloy is a disgrace!he and the dems make ct dagerous! that's how a group thinks when it is so far removed from reality the libs are out of touch and delusional. in pictures &amp; video of refugees. there seem to be more -30 yr old males than year old children. pres has never seen the pics get the1st div out of ft riley and surrounded mizzu with concertina wire. put the refugees there. it is a safe place after all. have you ever seen a yr old shoot a gun? they might be on to something! settle them in chicago. no guns there. its one big gun free zone... let me guess you are the oh so compassionate religious right? yo orphans? if that is so, the only vetting needed would be for foster/adopt parents. well, they aren't because they gave them their guns. stop asking great questions!!! they're gonna call you a racist!!!, i expect their politically correct vetting policies can't tell diff between yr old &amp; single fighting age male mind boggling/just heard it this morning/he conveniently did not mention the adult males/why is he so focused on refugees?",71
0,"newcrownvirus ) righteous, the world should thank china -03-04 for many people in china, wechat is the internet new crown pneumonia epidemic ) u.n. what is a coronavirus? which resembles a crown (or, in latin, corona) ) we must not call it china virus racist xenophobic bigoted ) joe biden aka joe china ) president trump asked about his use of the phrase chinese virus: reporter: critics say that using that phrase creates a stigma. trump: no, i dont think so. i think saying that our military gave it to them creates a stigma. ) china hid virus xi jinping jan li wenliang was one of people punished by wuhan authorities in early january for spreading rumors about the emerging coronavirus outbreak that has now been declared a global health emergency march ) senator grassley accuses china secretiveness and hiding ren zhiqiang the cannon ) translation: essay by missing property tycoon ren zhiqiang mar , ""the cannon"" ) xi jinping knew january translation: an urgent call regarding the epidemic mar , zhao shilin issued two public letters to xi jinping concerning the governments response to the outbreak read them here ) our president donald john trump knows everything faith trust ) we are in control relax but stay vigilant ) coincidence? former white house chief of staff mick mulvaney has been appointed by us president donal trump as us special envoy to northern ireland. the top u.s. diplomat supporting the northern ireland peace process ) the hidden virus is the enemy or communist china ) march trump announces very important fda announcement and continues to stress ""chinese virus"" ) march china continues to call it ""new crown"" and spreads disinfo about u.s. new crown vaccine saying that us's clinic vaccine test happened too fast, us must have obtained the virus strain much earlier, indicating that virus originated in us ) i luv our president he is not baking down chinese virus ) ""suspect"" bat has not been proven newcrownvirus scientists now suspect this coronavirus, sars-cov-2, originated in a bat and somehow hopped to another animal, possibly the pangolin, which then passed it on to humans. ) newcrownvirus nov , steve bannon boasts in chinese about trumps trade deal trumps engagement in this economic war is bringing them (china) to their knees st case covid-19 in china can be traced back to november , ) newcrownvirus jan , trump signs 'phase one' of china trade deal xi jinping knew about covid-19 january ) newcrownvirus must watch we should all be angry at china what nobody is talking about china media money covid19 ) newcrownvirus must read follow the links in article january as coronavirus was spreading to the united states and europe, department of justice announced that dr. charles lieber had been charged in connection with aiding communist china ) newcrownvirus ) newcrownvirus italy  of the new crown pneumonia ) newcrownvirus it's economic war as the us economy is likely to enter a recession as a result of the virus, adding uncertainties to the presidential election, the white house desperately needs a scapegoat. china seems to fit the bill. ) newcrownvirus see ) china hid virus (reprimand order) wuhan police announced to revoke reprimand order against dr. li wenliang and solemnly apologize to li's family li warned the public of coronavirus outbreak in dec, and died of covid_19 infection later ) newcrownvirus who is on china's side ) newcrownvirus who is on china's side ii ) newcrownvirus china propaganda from the creators of corona ) newcrownvirus china hid the virus they did not want their wet markets exposed ) newcrownvirus more chinese propaganda vaccine ) newcrownvirus to % of the chinese people believed that the wuhan virus was spread by american soldiers",17
1,"i still have friends on facebook insisting covid-19 is: just like the flu no worse than h1n1 media hysteria blue state politics merely fear lack of faith one can see how scapegoats and hyper-partisanship create minds that are malleable to false narratives. gonna be a lot of torches and pitchforks and looking for a scapegoat, when the consequences of their actions catch up with them. yeah, me too. mostly i ignore them but sometimes i say: google italy. same. except theres been a slight shift towards accepting it and more discussions now of whos to blame (following the potuss racist lead). the shift from denial to pitchforks was only a matter of time. its beyond horrifying. seeing a ""china did it to us"" conspiracy rising i havent seen much of that. i just dont see how people can misread the data so badly.",0
0,"charliehebdo - dead including police in paris shooting. photo afp : charliehebdo - dead including police in paris shooting. photo afp merde. : charliehebdo - dead including police in paris shooting. photo afp my god !!! rt charliehebdo - dead including police in paris shooting. how do you know that the attackers were muslims?: charliehebdo - dead including police in paris shooting. photo afp tragedy , spotted your photo",89
0,watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. : watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. : watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. : watch: paul walker's last trailer for the film hours. the movie is set to release in weeks. that just sucks that paul walker died man i really liked him.aul walker's last trailer for the film hours. the movie is set to release in two weeks. i'll be watching so sad!!,97
0,"should i wear a mask to protect myself? to put on, use, take off and dispose of a mask? long is the incubation period for covid-19? humans become infected with the covid-19 from an animal source? i catch covid-19 from my pet? long does the virus survive on surfaces? it safe to receive a package from any area where covid-19 has been reported? there anything i should not do?",26
0,"q: can eating garlic help prevent infection with the new coronavirus? a: garlic is a healthy food that may have some antimicrobial properties. however, there is no evidence from the current outbreak that eating garlic has protected people from 2019ncov. knowthefacts : does putting on or eating sesame oil block the new coronavirus from entering the body? a: no. sesame oil does not kill 2019ncov. knowthefacts : is it safe to receive a letter or a package from china? : yes, it is safe. people receiving packages from china are not at risk of contracting 2019ncov. from previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages. knowthefacts : can regularly rinsing your nose with saline help prevent infection with the new coronavirus? : there is no evidence that regularly rinsing the with saline has protected people from infection with the 2019ncov knowthefacts",51
1,"we are running out of chocolate, warns world's largest chocolate manufacturer noooo!!!! need more chocolate sex so it can reproduce more chocolate yummy: we are running out of chocolate im all chocolate over here ladies : we are running out of chocolate, warns world's largest chocolate manufacturer omg!!!: we are running out of chocolate peak oil no longer a concern. we've hit peak chocolate; it's officially time to panic. nooooo : (stock-up we r running out of chocolate,warns world's largest chocolate manufact'r : we are running out of chocolate, warns world's largest chocolate manufacturer"" this got the week off to an excellent start "": we are running out of chocolate, warns world's largest chocolate manufacturer"" nooooo! we'll never cope! omg. stop all the clocks. turn off the wheels. disaster looming. .. well, no, actually. it's only chocolate. coffee r us!",110
0,"good one! we all should give a thought to this... coronavirusindia coronaalert covid19india to days is incubation times, man, the correct info is on the who website. how long is the incubation period for covid-19?the incubation period means the time between catching the virus and beginning to have symptoms of the disease. most estimates of the incubation period for covid-19 range from -14 days, most commonly around five days. to be updated no, but we can go by correctly assessed information.",433
0,"are you not satisfied with your telecom service provider!!! take this survey to help us create a report to design a road map to solve your problem. click the below link &amp; let us know "" "" very good initiative. taken the survey. when can we expect the result? thank you! it will take sometime for now but as you have taken survey you will be notified with a detailed conclusion &amp; further steps on how we can work together to draw a roadmap to solve problems.",53
0,"please do not create panic about covid2019 coronavirus coronavirusindia coronavirusreachesdelhi coronaalert i created this thread wherein i share the answers of most of the questions that might have in your minds related to the corona virus. what is a coronavirus? is covid-19? are the symptoms of covid-19? does covid-19 spread? the virus that causes covid-19 be transmitted through the air? covid-19 be caught from a person who has no symptoms? i catch covid-19 from the feces of someone with the disease? can i do to protect myself and prevent the spread of disease? likely am i to catch covid-19? i worry about covid-19? is at risk of developing severe illness? antibiotics effective in preventing or treating the covid-19? there a vaccine, drug or treatment for covid-19? covid-19 the same as sars? i wear a mask to protect myself? to put on, use, take off and dispose of a mask? long is the incubation period for covid-19? humans become infected with the covid-19 from an animal source? i catch covid-19 from my pet? long does the virus survive on surfaces? it safe to receive a package from any area where covid-19 has been reported? there anything i should not do?",111
0,"can regularly rinsing your nose with saline help prevent infection with the new coronavirus? putting on sesame oil block the new coronavirus from entering the body? the new coronavirus affect older people, or are younger people also susceptible? antibiotics effective in preventing and treating the new coronavirus? there any specific medicines to prevent or treat the new coronavirus?",7
0,"what is a coronavirus? coronaviruses are a family of viruses that cause disease in animals. seven, including the new virus, have made the jump to humans, but most just cause cold-like symptoms. two other coronaviruses middle east respiratory syndrome (mers) /2 /2 (mers) and severe acute respiratory syndrome (sars) are much more severe,having killed more than people between themsince . for your information sir,",0
1,"subaru gets snowbound police back on patrol. dontletwinterwin nice subaru . : subaru gets snowbound police back on patrol. dontletwinterwin yeah this was when you still made awesome vehicles, not cookie cutter gas saving commuter-mobiles. my impreza was great. car stuck in snow gets totaled while being pulled out: can you do this better?: subaru gets snowbound police back on patrol. dontletwinterwin talk about good publicity! it's a dodge he's towing, they're useless all year round. wonder if he'll get a ticket next time in his wrx impreza? getoutofjailfreewellplayedunofficialvtcar! rt : subaru gets snowbound police back on patrol. dontletwinterwin cops suck why would you help them? definitely a ""staged"" video...!!!: subaru gets snowbound police back on patrol. dontletwinterwin u kno, i had a subaru forrester in toronto and it was great in snow... loved it... best car ever...: subaru gets snowbound police back on patrol. dontletwinterwin : mathieu, c'est pour toi lol hope he didn't get a ticket for towing without a license or psc (public service commission) kudos to subaru how about you build a police car? blizzardof2015: subaru gets snowbound police back on patrol. dontletwinterwin nicely done subaru.",93
0,"q: is wearing rubber gloves while out in the public effective in preventing the new coronavirus infection? a: no. regularly washing your bare hands offers more protection against catching covid19 than wearing rubber gloves. rubber gloves in summer in australia... no thank you. slipperymess i'm wearing rubber gloves. i'm less likely to touch my face with them on. i always wash my hands as soon as i remove them. if you have cuts or open sores, i would say yes. i wear rubber gloves to avoid touching my face when im out ! once am home i throw them away and wash my hands with soap and hot water !avoid shaking hands!!! respiratory viruses can be passed by shaking hands and touching your eyes, nose and mouth. greet people with a wave, a nod, or a bow instead! knowthefacts: covid19 coronavirus on covid19. taking a hot bath does not prevent the new coronavirus disease. the best way to protect yourself against covid-19 is by frequently cleaning your hands. should i greet another person to avoid catching the new coronavirus? to prevent covid19 it is safest to avoid physical greetings include a wave, a nod, or a bow. ternyata begini bude iya bos kamu camkan itu wahai rakyat negara kesayangan.. kami para nakes bahkan mendapat pelatihan bgmn mengenakan apd dan bgmn memperlakukan apd2 tsb. kalau kalian naik krl pake surgical glove, megang hp juga selama di krl. terus pas nyampe rumah itu surgical glove dibuangnya asal buang ga sesuai sop dan kalian langsung megang hape kalian tanpa di bersihin dulu hapenya ya sama aja boong. bacaaaa luurr",2668
1,"reported photographs from malaysia airlines mh17 crash: fotk: tw: reported photographs from malaysia airlines mh17 crash: reported photographs from malaysia airlines mh17 crash: do you realize you have published a photo of one of the dead passengers! take that photo down! think of the families please! pray another feather in foreign policy cap. where is and the reset button when you need it most? mh17 so unthinkable anyone would shoot missiles k feet aimed at innocent civilians, if true the world must take immediate action dude not sure that door will open..: reported photographs from malaysia airlines mh17 crash: : reported photographs from malaysia airlines mh17 crash: looting a tragedy and where are responsible govt troops.... uncivilization...",194
1,a vote for donald trump is a vote for adolf hitler. but hitler is dead dipshit literally i see you get your opinions from biased media so was ronald reagan. what's your point? whoa whoa whoa.....hitler was way more credible. and had better hair. then call me a nazi i guess...even though i'm jewish. have you played this game yet? for why?,87
0,"how is it that even trump now gets that covid-19 is a much more dangerous virus in america than the flu, but you dont? if your life depended on it, could you explain exponential growth? . its about not overwhelming the health care infrastructure we have and the effects on others when encountering an overwhelmed system and provider shortage. you are already starting to see cancelled appts etc. . everyone dies but even the sick and elderly should have dignity. people visiting ers doesnt cause ~15% of cases to require hospitalization and ~5% needing a ventilator (last numbers i saw). in fact, those numbers are lowered by people going to the er when they could have stayed home and never reported their case. i can look further, but on the who website under should i worry about covid-19? it says, about in every people who catch it need hospital care. this is a very scary virus. / and, from days ago:",0
1,"by next week, coronavirus will be trumps new best friend simple antibiotics kill germs and coronavirus is a germ therefore antibiotics kill coronavirus. but if coronavirus is smart enough then we can ask coronavirus to kill the bacteria before releasing the antibiotics therefore we can kill two birds with one stone and save money. as long as the stock market goes up its all fine if the stock market doesnt go up then he we call putin and mbs and ask them to stop fighting then we will be fine.",0
0,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. i was so lucky to talk to her only months ago for my blog, she was a sweet, kind and generous lady. donnadouglas : donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. . this makes me sad.. ellie maerip ms.douglas ~ we all enjoyed watching you play ellie mae on the beverly hillbillies as we were growing up! rest in peace.: donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. beverly hills that is rip: donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. the first time i remember watching donna douglas on tv was on the twilight zone. may she rip.",114
0,"can eating garlic help prevent infection with the new coronavirus? garlic is a healthy food that may have some antimicrobial properties. however, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. the new coronavirus affect older people, or are younger people also susceptible? people of all ages can be infected by the new coronavirus (2019-ncov). older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear tobe more vulnerable to becoming severely ill with the virus. who advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene. antibiotics effective in preventing and treating the new coronavirus? no, antibiotics do not work against viruses, only bacteria. the new coronavirus (2019-ncov) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.however, if you are hospitalized for the -ncov, you may receive antibiotics because bacterial co-infection is possible. there any specific medicines to prevent or treat the new coronavirus? to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov). however, those infected with the virus should receive appropriate care to relieve and treatsymptoms, and those with severe illness should receive optimized supportive care. some specific treatments are under investigation, and will be tested through clinical trials. who is helping to accelerate research and development efforts with a range or partners.",0
0,"fighting virus with soap and alcohol like an ancient babylonian? kill it with science using this electrostatic precipitator we made while quarantined. note: the ep might kill you first. this is not an airborne virus it is surface based yes, that's true, but you have to be able to neutralize the virus within the droplets or to settle down them to avoid problems when breathing. title: ""is covid-19 airborne?"" airborne or borne by air? definition seems blurry",1
0,"""covid-19 virus can be transmitted in areas with hot and humid climates from the evidence so far, the covid-19 virus can be transmitted in all areas, including areas with hot and humid weather.""",0
1,"revealed: fukushima leaking radioactive water for years, tons flowing into pacific daily : revealed: fukushima leaking radioactive water for years, tons flowing into pacific daily water has been pouring into the pacific ocean ... for the past two years"": fukushimamakes sharknado more feasible. rt : revealed: fukushima leaking radioactive water for years, tons flowing into pacific daily or.godzilla!!!sushi anyone? rt "": fukushima leaking radioactive water for years, tons flowing into pacific daily "": revealed: fukushima leaking radioactive water for years, tons flowing into pacific daily : revealed: fukushima leaking radioactive water for years, tons flowing into pacific daily !! i read about this last year and how it was affecting tuna reaching the us. how come its only just made mainstream? hmmm sushi spunds so good right now! oh wait... masa",110
0,"paw circle - giardia is a very serious &amp; nasty illness florence, how are you my sweetness? i am currently busy sleeping in the bathroom sink, my assistant will therefore reply! she is doing ok, not really putting on any weight sadly but her poop is a little better. i just want her well!! xoxox its so good to hear from you. we have all been so worried. improvements on the poop front have to be a good sign. did you speak to your vet? do they have any fresh ideas? how about you. did you at least have your scan? when can you expect to get the results? shell have to be referred to bristol uni feline centre next but we are going to see how she goes as getting her there is tricky (i will, dont fear, but i dont want to do it if its not necessary). my situation is a bit complicated as ive been so ill but well see how it goes! and bristol is in england obviously, and i am in wales and we both have different lockdown restrictions. the police are turning people back rather randomly. you can cross the border for a sick animal or medical treatment but its a potential issue i could do without!",1
